Komentar,Username,Like,Sentimen
"Redaktur tempe dan kompos suruh sering minum susu MBG biar pinter dan IQ nya upgrade, nggak jadi antek Soros dan mafia rente singapur🎉😂😅",@FitriaWinata,0,Netral
"Selamat malam semua,media2 kazastan yg di pikir kan hanya cuan dan cuan sj,nggak seperti media2 negara lain yg taat ke pd pemerintah,seharus nya media yg di kazastan harus nya negara yg menghendel,terus kan bang memberi kan informasi yg benar ke masyarakat nggak,biar masyarakat nggak dlm ketakutan,tetap semangat,optimis,slm sehat semua,slm cuan dan sukses selalu",@EraEra-qz2be,0,Positif
Siap2 cash agar nanti kita bisa bagger lagi pak,@edirawi7454,0,Netral
"Dulu si beninx bilang dolar naik terus baik, sekarang bilang MSCI down grade bagus juga. Ni orang keliatan buzzer nya gak liat dampak negatif nya",@abisuryap219,1,Positif
"Indeks pingin naik.. persulit lah media"" informasi tanpa datased valid.. dan permuda media yg mendidik

Terutama dari youtube",@MustofaSamsul,0,Netral
"bang benix tolong pin.

mahasisiiiisiiii tahun kemarin demo. projek 20rb megawatt Pak jokowi dengan dalil. salah satu program Geotermal di Gunung Slamet merusak alam.

padahal geotermal adalah sumber daya pembangkit listrik paling ramah lingkungan.
dan akhirnya projek Geotermal batal.

dan hari ini,, krisis energi.. mahasisisisisisii menyalahkan pemerintah.

sadar ga sih, mereka itu 2digit doang.
pantes jaman gw lulus grade IPK buat masuk PT KAI cuma 2,75 untuk PTN. skarang minimal 3,5 untuk PTN.

seburuk inikah IQ kita",@adityahendry,1,Negatif
"Dulu Cina juga di perlakukan sama, lihat hari ini keadaan Cina :trophy-yellow-smiling:",@paperplastikguy8728,14,Netral
"Tonton podcast Astronacci ttg konspirasi pihak asing yg ingin mengacaukan Indonesia.
HATI-HATI dgn pihak asing (USA & SEKUTU ) yg ingin mengacaukan & mengadu domba Indonesia, TERUTAMA SINGAPURA, karna kebijakan 1 pintu bikin cuan Singapura hilang",@TanDody,0,Netral
"Hoax,nanti mereka balik kok",@edirawi7454,0,Netral
cuma bennix yang maki2 tapi bikin pinter wkwkwk.,@dwidesain5562,0,Netral
"Banyak peserta aksi demo tidak pernah bertanya mengenai isi rekening korlapnya. 😊
Mungkin dikira para korlap itu manusia suci semua.
FYI, sejak menjelang Reformasi 1998, aksi demo itu sudah jadi bisnis tersendiri. Tarifnya mulai dari puluhan juta hingga milyaran rupiah. 😊
Sungguh naif para mahasiswa yang gak paham itu.
Pernah tanya gak, kok tuntutan UU Perampasan Aset hilang dari aksi demo sekarang? 😊",@hakeemdj368,1,Netral
Itulah proxy ekonomi yang sesungguhnya dari embargo negara maju untuk menjatuhkan  ekonomi rantai pasok Indonesia,@E-ARTV,0,Netral
"Apa iya, katanya asing saja banyak data bps sudah tidak percaya akibat banyak beda data perhitungan asing",@NadiaHut,0,Netral
tarik napas dulu om..,@dijass431,0,Netral
AING PERCAYA MANG WOWO DKK....ASING2 GAK RELA KALAU INDONESIA MANDIRI...KARENA GAK ADA YG BISA D PERBUDAK LAGI OLEH MEREKA,@gastonchannel3818,1,Netral
"00:22.. klo bubar, udah pasti. Knp krn suka ngutuk negara orang, bahkan pro palelolistin triak2 genosid negara orang lain.. ingat sejarah palelolistin, negara gak ada, bahkan dikitab suci manapun tdk ada satu katapun palelolistin.. nazi bubar, romawi bubar, bentar lg perlahan2 konoha.  Kecuali, ada kecuali, cuman satu, minta maap.

Dan satu lg. Yg suka triak2 ini salahnya soros, itu settan nya😅😂😅😂..
Nama nya settan, pasti nunjuk org lain, elu settannya. Padahal settannya ada didlm.😮😮",@Nusantaraberjaya-t4o,0,Netral
"Cuman mau tanya , ada ga yg perna liat porto orang ini",@rahmathafizh5574,0,Netral
Nontonnya jgn setengah2 bi 😅,@anwarwahudin,0,Netral
Kalau mau seperti Cina perlu ubah sistem dari demokrasi ke otoriter dulu.,@mypetora,1,Netral
Telat 😂,@left4014,0,Netral
Ngmng pake pantat,@left4014,0,Netral
Join seminarnya ntar lu tagih portonya simple😂,@left4014,1,Netral
Memamng indonesia ini kurang tranparasn apa lgi maslaah pajak.,@agusapriliana6329,0,Netral
"Trimakasih om bennix, selalau mencerahkan.... Semangat dan maju terus om...",@Coba2x,1,Netral
"Bagaimana tanggapan lu bg, soal demo yang terjadi sekarang?",@Baskoro-d2h,0,Netral
prabowo ckp 1 periode,@setanhalus3436,0,Netral
Banyak sekali akun-akun dari singapura dan malaysia yang menyamar/menyaru seperti orang Indonesia dan senang sekali komentar negatif semua berita tentang Indonesia.,@IjazahAsli_KW3,0,Positif
NKRI ❤❤❤❤❤,@WidhyAdnyanaWidjaPutra,0,Netral
"@Benix .lawan indonesia maju. DPR  DAN MAPIA LUARNEGRI . 
😂😂",@opekun6963,0,Netral
Kita sbg org yg waras harus jeli dan benar mendapatkan informasi yg benar.. Karena indonesia skrg sedang diadu domba asing dan mafia utk ngancurin indonesia ditambab byknya penghianat bangsa yg terima duit mafia dan asing buat ngancurin pemerintah agar mereka tetap bisa ngeruk kekayaan indonesia.. Bennix adalah salah satu panduan bagi kita yg waras dan cinta dgn NKRI..benix punya jiwa nasionalis indonesia dan sangat cerdas....❤❤❤❤🎉🎉🎉 benixx sangat cinta indonesia,@SudiroLancar,0,Netral
"Selama Russia & Tiongkok masih berdiri kokoh, Insya Allah Indonesia aman2 saja",@alparslankhaan1071,1,Netral
Wartawan tempe bacem kok berita nya Indonesia kok gak ada bagusnya sama sekali ya.,@SuhaemiAja-d7b,0,Positif
Bennix crita emang lucu banget aku suka critanya fakta and nyata😂😂👍,@SulastriBoby,0,Netral
"si moncong merah bikin isu negatif supaya mahasiswa rusuh. coba kalian cari di google yg banyak terjun usaha di export itu kebanyakan partai mana sih. karna kebijakam satu pintu, merekalah yg kepanasan yg usahanya di bidang export. bagi mereka kebijakan satu pintu ini bahaya.",@nisalgiandarma8137,2,Netral
"Katanya ihsg ambruk tapi
Adro,Astra,antam tetep kokoh sahamnnya padahal aku udah mengintai sejak lama untuk masuk😭",@zetzetblackcatpirate9423,1,Netral
Ini baru berimbang baik dan buruk dikatakan apa adanya,@serenamonika92,0,Netral
Volume perputaran uang di bursa saham Indonesia berbeda dengan di negara-negara barat yang sektor keuangannya lebih besar daripada sektor riil. 😊,@hakeemdj368,0,Netral
"Gak suka indonesia majuu.
Biasaaa 😂😂😂😂",@rizkyriza9114,0,Netral
Indonesia salah satu negara yg tidak percaya pada lembaga msci,@yosotanaka269,0,Netral
"Benix yang fair lah....
Jangan hanya menyalahkan pihak lain.
Bukannya introspeksi diri kenapa market Indonesia crash.",@Robs-e2h,0,Netral
"Pajak mau naik, listrik naik, sensus rumah buat pajak naik, bilang aja gak becus kelola sumber kekayaan, utang tambah, pabrik pasa mau pindah ke luar, preman bejibun mulai dari kelas cere Sampenberseragam, , sembako naik, padahal minyak sawit kaya, gas kaya, batu bara tinggal keruk buat rakyat aja alasan pajak listrik naik najisss dah wowo tambah rusak",@adinda_khairunnis,0,Netral
Harusnya rakyat Indonesia lebih cerdas dengan lebih banyak menonton acara2 seperti channel bennix,@DaengAngkasa,0,Netral
Para pemain sepuh itu yang pegang sahamnya 😊,@hakeemdj368,0,Netral
"​ @hakeemdj368 iya kali ya, jual alphar beli sahamnya udah gk pusing mikirin pemasukan, devidennya gede😂",@zetzetblackcatpirate9423,0,Netral
Saya Suka Heran kenapa ya banyak Orang indonesia sendiri Yang Notabennya hidup dan makan  minum di tanah airnya sendiri  tapi Masih aja ada Yang kadang benci banget Sama Negaranya sendiri dan Sangat Pesimis Memghujat bahkan Seolah olah sangat mengharap Negaranya sendiri Bangkrut' Miris banget ya,@HOBYDOLAN828,0,Netral
Sangat membantu imformasinys muantap  bang benix👍,@SameTarenyok,4,Positif
"Ben bahas dong akun"" sosmed universitas kok banyak banget Indonesia bangkrut sama Prabowo harus di lengserkan 😂",@tsukasaX-2,1,Netral
"Bang benix pembahasan nya detail dan gampang di mengerti dan apa yang di sampaikan menggunakan data, bang saya request dong pembahasan soal akhir- akhir ini ada pemadaman listrik yg menurut MBG ( mas Bahlil ganteng ) tercinta, bahwa stok batu bara kita menipis, 
Yg perlu kita tahu, apakah stok cadangan batu bara pln yg menipis apakah selaras dengan produksi batu bara perusahaan swasta? Apa yg menyebabkan produksi menurun atau apa yang menyebabkan pln stok BB nya menipis? Apakah ini ada hubungan nya dengan ekspor 1 pintu, upaya penghianat bangsa melawan pemerintah?",@DuniaMainGame,0,Netral
"Harus Diperiksa Profesi PENUNJANG Bursa Yang seperti KANTOR AKUNTAN PUBLIK (KAP), PENILAI PUBLIK, KONSULTAN PAJAK dan KONSULTAN HUKUM.......

AGAR TRANSPARANSI DARI LEBIH BESAR LAGI....",@syahrizalmusa99,0,Netral
"enak banget ya voc reborn sontoloyo, mafia candu voc nhc, kapitalis anarki liberalis bego-begoin indonesia sak udele dewe, parah bener voc reborn betul-betul anti indonesia maju, anti indonesia merdeka",@sholihman,0,Netral
Semoga koruptor di hukum mati di negri tercinta ini,@saqqof2122,0,Netral
sell singapura,@wahyumarandikawahyu8575,0,Netral
KALAU MEMANG INVESTOR CABUT DARI INDON MAKA TERIMA FAKTA AJA LU.  SELL INDONESIA ITU MEMANG SEHARUSNYA KALAU PARA INVESTOR MAHU MENYELAMATKAN KANTONG SAKU MEREKA DARI SYSTEM BEGAL DAN PUNGLI PEMERINTAH INDON. LU MAHU JADI INVESTOR DLM NEGARA LU SILAKAN GAK ADA IMPAK KPD NEGARA LUAR.,@ambanganheightskenangahome,0,Netral
BENNIX konten paling mencerdaskan 😂,@SULZERS_1562,0,Netral
"1. China
2. Malaysia
3. Indonesia Om:trophy-yellow-smiling:",@NN-ly2in,0,Netral
Sehat selalu bg bennix,@gogo0760,5,Netral
Allahu Akbar Indonesian,@RizkyKikux,0,Netral
"https://youtube.com/shorts/FvlqZUdOQw8?si=jdehNME3b44OXMyh

Kalian harusnya nurutin tiyo anak UGM itu, katanya dulu 98 kita masih bisa utang IMF sekarang udah ga ada harapan utang ke IMF lagi 🤣",@1988ferry,0,Netral
Bangkitlah negeriku Indonesia,@KhoirulNgisom-nh5tw,1,Netral
"Masih aman aman aja .
Yang bilang indonesia gelap orang stanting .ngga kebagian MBG.",@undraywyt4115,0,Netral
Laa media2 k4mpr3t itu mau membentuk opini publik buat mengganggu pemerintah,@alfafamily6123,0,Netral
Media  yg kerjasama sama asing blokir aja berbahaya bagi ekonomi,@ujisusanto8599,1,Netral
Bro lihat chanel jiran isinya fitnah dan propaganda seperti biasanya MALAYDESH NGEGOSIP RUPIAH DI ANGKA 18.000 DAN IHSG JATUH KE DALAM BANYAK CHANEL DARI MALAYDESH YG GOBLOK TANPA DQLATA DAN ITU CHANEL TERPERCAYA BUKAN CHANEL ABAL2 ITU KOAR2 GILANYA MALAYDESH LAGI JATUH DI MAKRO EKONOMI TAPI BERGAYA NAIK TINGGI PROPAGANDA ..KACAU ITU NEGARA PADAHAL BETAS AJA MAKSA MINTA TTP SOMBONG TUH MALAYDESH,@WiwinerSirk-y7r,0,Netral
"saya sangat setuju klo Indonesia bubar,bubar kebodohan nya bubar kemiskinan nya bubar koruptor nya dan bubar penghianat penghianat bangsanya aamiin",@kunaenahenah2265,0,Positif
"Kalau perusahaan tetap bagus, = Turun Harga saham faktor luar ( Bukan nya lagi diskon besar saham nya BG )..",@hdmoviecinema6909,0,Positif
"SIAP SIAP IHSG AKAN TURUN KASTA KE KE FRONTIER MARKET DAN AKAN TERJUN KE 3000, RUPIAH JUGA AKAN TEMBUS KE 20 RIBU",@OXOOOOOO-o,0,Netral
Memang kalau anjing menggonggong bikin suasana panik dan kacau.....mantab bang Ben infonya....,@masagro-j3d,0,Netral
Gara2 asing IMF cari cari alasan untk merusak market melalui MSCI 😂,@fadalan369,0,Netral
Serangan dari dalam dan luar apakah Nusantara akan menang? Mana nyalimu..,@BangunDe5a,0,Netral
Media TEMPO akan adem ayem kalau presidenya Anis.,@manggala45,0,Netral
Singapur laa,@veesy8867,0,Netral
Mereka pengin beli saham2 Indonesia yg bagus dengan harga murah,@WahabHasbulloh-l2k,0,Positif
org indo taunya msci gemetar keringat dingin mendengar kata embege.,@geledek-y6c,0,Netral
"Apalagi ga pake data bang ben pakai data aja mereka yg para pesakitan tetep aja cari2 alasan, makanya indonesia susah maju kalo banyak manusia DUNGU kaya gitu manusia pesimistis
#SALAMAKALSEHAT",@Geo_id-t3f,0,Netral
antek2 asing mulai menyerang karena Indonesia mulai berani menuju kemandirian,@dedyprasetyo2020,5,Netral
Pura  pura saja pro asing sedot  dana asing yg buat aduk aduk negara ini ambil dananya tapi jangan mau jalani kemauan asing,@BilalAkbars,0,Netral
"Yg menyebarkan hoaks adalah media bayaran. Indonesia TDK akan terjadi apa2 bahkan semakin kuat, merdeka.........",@FhatToni,0,Netral
peliharaan siapa bang hehe asal jangan bikin kaget seperti kemaren ada wajah pak Jokowi aku kaget ketawa nya gak bisa hilang 😊 sekarang memang harus jeli baca berita,@romina6907,0,Netral
"kenapa yg pro di sini tidak se vocal mahasewa? kenapa orang2 yg percaya ma ekonomi Indonesia tidak bisa menyaingi kerasnya suara pengkhianat bangsa? rakyat fomo cenderung ikut kpd mereka yg paling keras suaranya. demokrasi kita udah kebablasan, fitnah di anggap kritik. tak ada perbedaan antara kritik, fitnah/tuduhan.",@JpCoen-n1i,0,Netral
Perlu direpotmasi mediia KLW dia hoax di pidana supaya TDK jadi penyebar berita bohong,@Ramli8877-n9y,0,Negatif
"Kerana ramai youtuber indonesia menghujat Singapura. Padahal singapura itu memberi hutang terbesar ke Indonesia. Tambahan singapura itu pusat finansial dunia di mana para investor seluruh dunia ramai berada di situ. Makanya demi ego, teruskan menghujat❤❤😂😂😂",@worldtraveller0725,0,Netral
"Bukannya memang pemerintah gak ada transparasinya dari semua baik daerah atau pusat, data data aja banyak yang gak ada,buktinya laporan keuangan DANANTARA aja gak ada sampai sekarang 😢😢😢😢😢😢",@zyanway3311D,0,Positif
"Iya pak ben , akhir2 ini indonesia makin kedistraksi parah.. 
Bahas BoJ dong pak ben.. takaici kalah nih sama kazuo.. tapi yen malah melemah..",@aldoirawan3329,0,Netral
"Kalo menurut ku kita harus s'lalu positif dalam berpikir karna Allah tau mana yang terbaik untuk Negara 🇮🇩 tercinta ini kawan jadi gak usah kemakan berita Hoax dari media"" seperti tempo & kawan "" nya",@andiearvins4982,0,Positif
Arahnya kesitu ya 😏,@aiim0319,0,Netral
"Berarti udah benar cara, kebijakan, program & sistem yang Indonesia jalankan ☑ 💯

Makanya mereka panik, ketar ketir, mencret mencret, bengek bentar lagi stroke.",@aiim0319,0,Netral
Boleh juga tuh idenya.,@aiim0319,0,Netral
Oke mantap setuju 👍,@aiim0319,0,Positif
Bang B3NIX THAHAJA INDONESIA.!,@renvilsekawan,0,Netral
Banyak orang yg gak mencintai negaranya sendiri gimana mau maju,@Redmi-n1t2t,0,Netral
Kolaborasi antara tangan2 asing dan para penghianat bangsa om ben.. tangan2 para iblis itu sdh sngt dalam menginfiltrasi diberbagai institusi di neegeri ini dan semoga pak prabowo mampu menghadapi semua itu..,@kucinggarong-sg3ex,0,Netral
Kenapa benix benci sama antek2  jose soros Singapur dll. Dari dulu Singapur kan besar dari mengisap  darah Indonesia. Pura2 gak tahu ya.,@YudiIrawanto-k4l2i,2,Netral
"Singapur ini butuh Indonesia, tapi selalu menjahati negara Infonesia",@Mama_vio,20,Netral
"Prabowo yang berbuat, George Soros yang dihujat
Sebagai negara independen serangan kebijakan asing pasti akan selalu mempengaruhi kondisi Indonesia karena itu stop  terus menyalahkan serangan asing dan fokus pada solusi untuk keluar dari kondisi ini. Sudah tau diserang kita harus pintar mencari solusi, dan buat kebijakan yang mampu menaikkan ekonomi.
Setiap kebijakan pemerintah bukannya memperbaiki malah terus memperburuk ekonomi. Stop MBG dan KDMP buang2 duit hanya jadi ladang duit pejabat dan petinggi militer. Coba duitnya digunakan utk pengembangan produksi dalam negeri jadi bisa mengurangi impor bukankah itu lebih baik, misalnya pengembangan kedelai, sapi, bawang putih, kilang minyak, produk kimia, metal dan lain-lain. Perbaiki sistem perbankan dalam negeri habis itu paksa tarik duit pengusaha Indonesia di Singapura balik ke Indonesia. Bukan sibuk ngurusin MBG, apalagi sampe ngimpor motor listrik sama kaos kaki.. negara receh amat",@agungkurniawan122,1,Netral
"Penyepong asing singapura doyan banget ngatain indo bang ben, kampret bener itu org² yg hobinya nyepongin duit asing",@mahato02,0,Netral
"Tanks bang

Besok bisa serok, smoga aja besok merah 🤣",@tv_q8933,0,Netral
"Kita scam aja bikin berita MSCI tidak kredibel ,abal2, tukang hoax dan sebagainya...katanya netizen indo jago...om bennix komandoin aja,kalo perlu kita bikin hoax balasan...kita hancurkan MSCI...yoklah dah geram aku😂 #mscihoaxnewsmaker",@bolabola_46,0,Netral
tempe bacem pendukung lgbt emng suka bikin gaduh,@mephisto9260,0,Netral
"mirip sm Tempo kacung nya Megawatot sukontol pukera, jongos nya si anu, karena si ganjar kalah😂",@ShilviaNurfaizah,0,Netral
"Gak mungkin downgrade ke FM , Indonesia nilai kapitalisasi nya sangat besar dengan hasil alam yg juga melimpah , Soros dan anjing2 anteknya itu yg harus di delete",@edoy5381,0,Netral
"MSCI membuat laporan evaluasi bisa jadi pake AI tidak berdasrkan fakta, buktinya singapura yang menampung uang koruptor dan Under voicing para mafia tidak di nilai negatif.",@noldidehi54,0,Netral
Ente ngaco propokator,@haznify,0,Netral
TEMPE BACEM TERMASUK MEDIA MEDIA PELIHARAN SORROS GAK BANG ?? KASIH FAKTA NYA DONG BANG BENNIX . . . TP EMANG SI TEMPE BACEM SELALU MENEBARKAN PESIMIS . . .😢😢😢 MOHON BUAT VIDEO PENCERAHAN UNTUK WARGA ZIMBABE BANG BENNIX TENTANG SORROS LG . . .,@DenaJuwita-q3i,0,Netral
benak tak terima kenyataan,@aldyomar1762,0,Netral
Yang ganti indonesia Banglades 🇧🇩 atau Malaydes🇲🇾 😅,@poetraperdoel-fk1ip,0,Netral
Asing dan antek2 nya gera kalo indonesia mulay menuju ke arah yg baik 💪🏻🇲🇨💪🏻,@uTun.miZoOo-h3s,0,Positif
mantap ....bos BENNIX👍🏻👍🏻👍🏻.... lampung - Selatan MENYIMAK....SALAM NKRI❤❤❤.,@SuryantiSutrisno,5,Positif
#SellSingaPoor,@punakawan1212,0,Netral
"singapura itu bukan apa2 tanpa RI, negara kecil PARASIT",@redz3y,0,Netral
"Emg babi aja sih kelakuannya, suka yg busuk busuk",@funfact1789,0,Netral
Karma berlaku,@muslihanhadi940,0,Netral
"Kita akan habisi mereka kalau refinery minyak bumi kita sudah jadi dan berproduksi. 
Selain itu pabrik semikonduktor juga sedang di bangun.",@sriyanto7388,0,Netral
X anda hadiiirr,@indracrb359,1,Netral
Hm,@petisjrofficial4536,0,Netral
"Gaspol pak Prabowo dan pak Purbaya, pak Amran ganyang asing dan antek²nya, bravo duet double ""P"" dan ""A""!💪",@punakawan1212,2,Netral
Semoga Indonesia bisa menghadapi pengkhianat2 bangsa,@daswaryangpunya3958,10,Netral
NKRI harga mati,@pujiantoro9988,1,Netral
😂,@pujiantoro9988,0,Netral
Benix ini nampaknya silet bermata dua.,@rogaone4253,0,Netral
"Yang lebih lucu lagi itu kalau yang komentar itu sama sekali bukan Investor yang punya saham😂😂😂😂😂. Kadang kita lupa kalau yang komentar di medsos itu boleh jadi usianya masih dewasa tanggung 21 ke bawah.

Ke frontier market😂😂😂ya nggak lah.",@tamapurba82,1,Netral
Semakin mahasiswa nya koar koar 😅 masak demo kok gak ada tujuan tuntutan nya,@BusanaHijabJilbabCantik,1,Netral
No 2 itu Alaysia yah bang ben? 😅,@muhammad-rizal,0,Netral
Doa ku supaya market merah biar bisa nyicil terus harga diskon😊,@fatahhatta2687,0,Netral
"Saya ingat betul tahun 2022, kepemilikkan induvidual 1-2% dibuka dan kelihatan...Eh entah kenapa tahun 2023an, keterbukaan 1-2% ditutup ..Trs data transaksi sekuritas juga dituttup..Memang pantas negeri ini disebut negeri para Mafia...Blm lagi para owner busuk dengan leluasa melakukan IPO kembali..Dulu om Bennix membagikan clue para owner yg msk daftar hitam yg wajib dihindari...",@oppoajjawowo,80,Netral
Makasih bank Benix.... Sudah kasih informasi yang selalu valid,@PuryChanel25,11,Netral
Dirutnya ngk ada aurah positif 🤣,@toton-v8t,0,Netral
SAYA JENGKEL INGIN RASANYA MSCI ITU DITENGGELAMKAN,@jakakreative5243,6,Netral
nilainya bagus tapi kenapa bobot msci makin kecil di indo? dibanding india dll,@KokoPandaa,0,Positif
Anjing-Anjing Soros…. otaknya isinya Tempe Bacem… yang gak punya data.. fakta,@shemphakerrumbay,0,Netral
JANGAN SAMPAI MSCI DITANGGAGAPI DIA ITU HOAX,@jakakreative5243,0,Netral
Bei mmg tdak transparan.!!,@Ruwiw,0,Netral
"DARI DULU MSCI KALAU TIDAK MEMBERITAKAN HOAX TIDAK DAPAT DUIT MEMBAGONGKAN, SAMA DENGAN TEMPE ANTEK ASING",@jakakreative5243,10,Netral
"Dulu orang beli saham berdasarkan fundamental suatu perusahaan. sekarang orang beli saham, yang penting bandar goreng2 ritel BUY. pasar saham skrg sudah seperti pasar kripto, tanpa melihat fundamentalnya ditambah ex dirut BEI mengusulkan adanya short selling di bursa Indo. jadi memang ada unsur kesengajaan untuk menghancurkan ekonomi Indonesia",@LeonKennedy99-m3j,18,Netral
"1. Grup *a*rie (The ""Legendary"" Blacklist), 2. Saham-Saham Terafiliasi Kasus Jiwasraya & Asabri (Grup Heru Hidayat & Benny Tjokrosaputro), Grup Lippo apakah ini?",@sahdani14,16,Netral
"☺️ tenang saja, intinya buktikan saja kekuatan ekonomi Indonesia.., semua orang mudah bikin kata kata 😅, saya juga bisa kalau keritik negatif seperti mereka itu,",@INTROVERT-INTJ-w4g,3,Netral
"0,5% Emerging jatah Indonesia, India Korsel Taiwan China 20% an",@rendybengurion189,1,Netral
"""Bennix kurang pengalaman!"" kata Bu Gema Goeyardi.",@felixsulwyn4997,1,Netral
"Ya betul sekali, ini harusnya dijadikan momentum perbaikan bursa saham Indonesia! 🔥",@Bennix,22,Positif
"​ @Bennix 
Saham saham di luar negeri aj tertutup juga loh Ben. Gw pernah coba riset profiling kepemilikan tapi semuanya nutup pakai alasan asal asalan yang seolah dibuat logis. Wkwkwkwk

MSCI double standard nya kecium banget. Ke Indonesia pakai kaca pembesar tapi ke negara negara tersebut organisasi bego ini pake kacamata hitam. Bruakakakakak anjir

Mahasiswa kita yang rata rata generasi tahun 2005an ke bawah ini udah dikasi sekolah gratis di negeri pakai biaya pajak apakah pada jarang masuk kuliah, udah kena cuci otak, atau jarang mau berpikir kritis?

Lo berani bahas ga? 😂
Kalau selalu percaya asing ya terima nasib dijajah aja, emang aneh karakter bangsa kita nolak dijajah tapi percaya orang yang mau jajah.",@nihilita39,10,Netral
​ @Bennix apakah Indonesia butuh impor xi Jinping dan kim  jong un??,@satriapanca5107,6,Netral
"​ @Bennix bang, gimana caranya biar market mover jadi lebih terbuka dan legal seperti di amerika, bang, klo mbg bisa di korupsi bagaimana dengan danantara, bagaimana proses 1mdb dimalaysia bisa bangkrut dan dikorupsi?jangan"" investor asing juga lihat itu bang..bang sadar gk sih klo bangunan"" kita, tata kota kita sangat jauh dengan malaysia kalau dilihat dari citra satelit di google map..",@ditassaputra8020,1,Negatif
Bukan msci nya tp media scamer nya,@robert2034,0,Netral
"Skrg musim scalping bang, klo ga ngikut bandar yaa jadi investor 😅",@hohojuventino9002,0,Netral
Nasib jadi ritel pok pok😂,@newbeegaming9334,0,Netral
Mana yg lebih bagus ? Gantian mati lampu atau gantian nyala lampu ? 😂😂😂,@san-tai2066,0,Positif
Baru kali ini analisa tehnikal tidak sejalan dengan fundamental.,@alabror6445,0,Netral
MSCI BANYAK ANJING-ANJINGNYA TAPI BIARKAN ANJING MENGGONG-GONG KAFILAH BERLALU,@jakakreative5243,0,Netral
"Bang Bennix, PM inggris mundur.",@FransIndroyono,0,Netral
yg bilanh konoha gelap itu biasa nya malaydesh😂,@ShilviaNurfaizah,0,Netral
"Gue jijik bang sama anj*ing2 media dan oligarki bangs*t yg bikin opini2 negatif bursa kita padahal ada datanya coba lihat ai masa sih jaman gini masih gobl*g ga tau kondisi market kita bang ben, bego masih mau dikadalin sama hoax2 bikinan anj*ng2 soros😂😂",@RafchalIskandar-c5d,0,Netral
Bentar lagi jd utusan khusus presiden... 😂😂,@atongdota7464,0,Netral
"Itu yang komen2 bukan semua WNI melainkan orang asing yang udah tinggal lama di Indonesia atau orang asing menerjemahkan bahasa mereka dengan bahasa Indonesia dan media2 yang didanai oleh asing, agar Indonesia TERPROVOKASI dan keos
Mereka mengkritik tapi ga tau batasan sampai telanjang",@mondypredator8771,1,Netral
"buzzer utj ancurin indonesia.
jayalah indonesia",@ShilviaNurfaizah,0,Netral
Asing suruh pergi aja lah. Kita yang penting lawan singapura. Ambil ribuan trilyun pertahun dari sana.,@katonbagaska8738,0,Netral
berarti saat ini All in……,@ahmadmuhammad-zt9xq,0,Netral
Maksh om edukasi nya ..jdi tdk terbawa narasi antek2 penyepong soros,@wahyuwibowo7469,24,Netral
Anjing2 koruptor braksi menjatuhkan indonesiA,@sakura-1032,0,Netral
Hanya Indonesia negara yg mau memakai pulau kecil di dekat negaranya  untuk tujuan dagang utama....,@sawitDail,0,Netral
Media cap kaki gajah di beli,@hermanherman8083,0,Netral
Penyebaran hoax mustinya kena konsekuensi hukum,@vania_aji9718,19,Netral
Makin kesini makin banyak retail lokal yang serok buangan asing. ❤,@majid.wildanun,1,Netral
"Jahat bener ya bikin fitnah , ciriin aja , lg lg singapura, orang indo banyak penghianat,",@NatoS-y4w,0,Netral
Anjing2 soros asal Malaydesh pun banyak yg menyiarksn tentang  MSCI mendowngrade indonesia...,@AfrizalAdnan-u4m,0,Netral
"Indonesia maju tak gentar, klo Indonesia bersatu apapun fitnahnya semuanya pasti nyungsep😂😂😂",@muhammadhidayat6355,1,Netral
😮,@muhammad-rizal,0,Netral
"Penyebar HOAX adalah netizen yang tidak waras dan sarat kepentingan, maka kitalah yang harus melawannya (netizen war)",@widiyantozaini752,1,Netral
"Sudah mau arah kesana, uu konten kreator tuh baru aktif kan. Bisa jadi alat buat tracking aliran dananya juga. Pancasila ke 4, kebijaksanaan termasuk tanggung jawab dalam berbicara dan menyampaikan informasi",@LeiteFrandale,0,Netral
"sekalipun di downgrade sebenarnya itu baik untuk investor ritel Indonesia, kenapa? 

1. lebih leluasa mencari saham dengan dividen dengan yield besar. 
2. lebih leluasa mencari saham growth dengan harga murah.
3. ada yang lain? 

ingat. hanya untuk investor ritel, bukan untuk trader cap kaki lima. 😁",@bagusnizam5088,1,Positif
"Indonesia tidak usah panik dan kuatir terhadap MSCI, 
MSCI adalah milik AS makanya selalu menebar teror ke Indonesia dalam hal perekonomian",@akhmadkholik147,2,Netral
"harga saham indonesia itu untuk kelas asia tenggara adalah yg premium, gegara isu msci jd turun wkkkwkkk but bakal otw premium lg 😂😂😂😂😮😮😅😅😅",@rilaxtime1769,0,Netral
Karna ... oligarki gak suka sama pak Purbaya ...gara gara gak mau pinjam duit ke IMF 😂😂😂😂😂,@PRIKARDO21,5,Netral
"Tidak akan, kalo di dowgrade brrti emg sialnya indo dalam agenda 😂",@arifmunandar6267,0,Netral
Bikin malu warga indonesia sendiri yg ketua negaranya omon omon tapi hanya tinggal janji omon di mulut sedangkan rakyatnya susah menderita.Bodoh amat sih pemerintah indonesia.Gak sperti Anuar Ibrahim yg sering berjumpa ketua negara lain buat rundingan perkuatkan ekonomi.,@JackoBrand,1,Netral
"Termasuk Pendemo kemarin, Teriak-teriak Mulu"" Indonesia Gelap""... Tapi emang bener sih pas mati lampu kemarin 😂",@bambangharibowo,1,Netral
